sale_id,order_id,product_id,quantity,unit_price
SALE00582,ORD00051,PROD0032,1,117.93
SALE00583,ORD00026,PROD0043,5,148.4
SALE00584,ORD00004,PROD0032,1,139.73
SALE00585,ORD00066,PROD0045,4,95.85
SALE00586,ORD00059,PROD0006,2,44.62
SALE00587,ORD00194,PROD0008,4,87.33
SALE00588,ORD00098,PROD0007,3,81.53
SALE00589,ORD00032,PROD0026,4,61.02
SALE00590,ORD00007,PROD0030,1,52.99
SALE00591,ORD00153,PROD0031,4,119.3
SALE00592,ORD00135,PROD0038,1,82.82
SALE00593,ORD00027,PROD0011,3,119.65
SALE00594,ORD00099,PROD0015,3,60.05
SALE00595,ORD00198,PROD0046,1,50.73
SALE00596,ORD00031,PROD0027,1,72.7
SALE00597,ORD00137,PROD0048,4,150.95
SALE00598,ORD00110,PROD0046,2,54.08
SALE00599,ORD00037,PROD0025,5,52.15
SALE00600,ORD00186,PROD0031,1,123.78
SALE00601,ORD00144,PROD0014,2,142.95
SALE00602,ORD00078,PROD0013,1,32.99
SALE00603,ORD00197,PROD0031,2,123.62
SALE00604,ORD00128,PROD0015,1,54.18
SALE00605,ORD00050,PROD0013,4,35.45
SALE00606,ORD00049,PROD0020,4,52.94
SALE00607,ORD00131,PROD0010,3,102.81
SALE00608,ORD00141,PROD0039,4,51.54
SALE00609,ORD00042,PROD0038,3,71.1
SALE00610,ORD00131,PROD0045,5,94.29
SALE00611,ORD00003,PROD0025,4,55.52
SALE00612,ORD00055,PROD0026,4,59.93
SALE00613,ORD00009,PROD0039,1,52.05
SALE00614,ORD00189,PROD0027,3,73.51
SALE00615,ORD00122,PROD0034,2,117.32
SALE00616,ORD00004,PROD0026,1,64.17
SALE00617,ORD00010,PROD0003,3,92.03
SALE00618,ORD00073,PROD0047,4,133.68
SALE00619,ORD00065,PROD0036,2,88.49
SALE00620,ORD00169,PROD0049,2,142.73
SALE00621,ORD00189,PROD0048,5,139.37
SALE00622,ORD00158,PROD0041,2,48.28
SALE00623,ORD00082,PROD0047,3,138.89
SALE00624,ORD00136,PROD0032,3,128.81
SALE00625,ORD00161,PROD0045,2,87.23
SALE00626,ORD00003,PROD0042,5,59.26
SALE00627,ORD00197,PROD0036,5,93.0
SALE00628,ORD00186,PROD0015,1,56.15
SALE00629,ORD00136,PROD0023,2,110.72
SALE00630,ORD00125,PROD0045,3,94.22
SALE00631,ORD00056,PROD0041,2,48.27
SALE00632,ORD00131,PROD0039,2,46.42
SALE00633,ORD00033,PROD0044,3,27.24
SALE00634,ORD00119,PROD0004,1,66.56
SALE00635,ORD00168,PROD0044,3,28.46
SALE00636,ORD00109,PROD0046,1,57.92
SALE00637,ORD00179,PROD0005,1,65.97
SALE00638,ORD00093,PROD0003,1,93.34
SALE00639,ORD00158,PROD0018,1,24.45
SALE00640,ORD00098,PROD0036,3,94.82
SALE00641,ORD00163,PROD0023,5,95.25
SALE00642,ORD00031,PROD0034,4,124.37
SALE00643,ORD00157,PROD0020,2,59.64
SALE00644,ORD00094,PROD0026,2,57.59
SALE00645,ORD00192,PROD0045,2,102.06
SALE00646,ORD00010,PROD0026,2,65.93
SALE00647,ORD00106,PROD0017,3,63.83
SALE00648,ORD00195,PROD0024,2,122.21
SALE00649,ORD00093,PROD0033,5,28.55
SALE00650,ORD00032,PROD0028,4,51.04
SALE00651,ORD00157,PROD0004,3,63.76
SALE00652,ORD00106,PROD0050,4,128.43
SALE00653,ORD00025,PROD0047,4,124.94
SALE00654,ORD00012,PROD0047,5,141.11
SALE00655,ORD00116,PROD0005,5,66.7
SALE00656,ORD00180,PROD0046,2,55.91
SALE00657,ORD00046,PROD0030,5,57.48
SALE00658,ORD00131,PROD0050,1,127.94
SALE00659,ORD00200,PROD0031,4,115.73
SALE00660,ORD00055,PROD0044,2,28.22
SALE00661,ORD00013,PROD0022,2,51.01
SALE00662,ORD00079,PROD0048,2,148.37
SALE00663,ORD00166,PROD0025,1,54.85
SALE00664,ORD00011,PROD0006,2,45.82
SALE00665,ORD00016,PROD0006,5,42.09
SALE00666,ORD00025,PROD0035,2,44.74
SALE00667,ORD00195,PROD0028,2,49.33
SALE00668,ORD00181,PROD0024,1,122.45
SALE00669,ORD00146,PROD0013,4,36.55
SALE00670,ORD00018,PROD0049,3,132.59
SALE00671,ORD00033,PROD0007,3,86.13
SALE00672,ORD00162,PROD0036,3,82.64
SALE00673,ORD00018,PROD0030,4,49.54
SALE00674,ORD00153,PROD0016,4,63.28
SALE00675,ORD00063,PROD0015,5,56.59
SALE00676,ORD00176,PROD0004,1,58.3
SALE00677,ORD00076,PROD0005,1,73.22
SALE00678,ORD00113,PROD0011,5,117.91
SALE00679,ORD00036,PROD0029,5,70.55
SALE00680,ORD00183,PROD0017,4,69.5
SALE00681,ORD00200,PROD0005,4,66.4
SALE00682,ORD00072,PROD0019,1,106.0
SALE00683,ORD00126,PROD0020,5,57.35
SALE00684,ORD00175,PROD0035,5,49.97
SALE00685,ORD00175,PROD0031,5,121.19
SALE00686,ORD00133,PROD0022,4,56.27
SALE00687,ORD00186,PROD0050,3,125.58
SALE00688,ORD00097,PROD0034,1,123.73
SALE00689,ORD00048,PROD0040,2,114.73
SALE00690,ORD00021,PROD0001,5,135.36
SALE00691,ORD00121,PROD0039,2,46.16
SALE00692,ORD00150,PROD0017,1,70.75
SALE00693,ORD00130,PROD0020,4,57.24
SALE00694,ORD00021,PROD0001,1,126.44
SALE00695,ORD00007,PROD0016,3,51.96
SALE00696,ORD00101,PROD0012,4,35.61
SALE00697,ORD00015,PROD0040,5,120.84
SALE00698,ORD00048,PROD0025,2,51.66
SALE00699,ORD00188,PROD0028,5,47.47
SALE00700,ORD00007,PROD0020,4,55.05
SALE00701,ORD00001,PROD0034,5,114.79
SALE00702,ORD00142,PROD0016,3,53.26
SALE00703,ORD00185,PROD0002,3,47.92
SALE00704,ORD00186,PROD0026,5,60.41
SALE00705,ORD00198,PROD0040,5,125.68
SALE00706,ORD00040,PROD0048,3,153.38
SALE00707,ORD00029,PROD0032,5,120.13
SALE00708,ORD00178,PROD0035,1,43.63
SALE00709,ORD00194,PROD0048,5,139.82
SALE00710,ORD00042,PROD0018,5,23.82
SALE00711,ORD00015,PROD0004,3,60.5
SALE00712,ORD00163,PROD0037,3,107.22
SALE00713,ORD00125,PROD0020,4,52.07
SALE00714,ORD00089,PROD0025,3,58.43
SALE00715,ORD00148,PROD0015,1,55.7
SALE00716,ORD00174,PROD0017,1,62.75
SALE00717,ORD00051,PROD0003,4,93.97
SALE00718,ORD00123,PROD0009,1,126.28
SALE00719,ORD00147,PROD0025,3,54.56
SALE00720,ORD00038,PROD0026,2,54.76
SALE00721,ORD00106,PROD0012,2,41.78
SALE00722,ORD00043,PROD0018,5,21.99
SALE00723,ORD00160,PROD0023,2,103.29
SALE00724,ORD00038,PROD0048,1,161.45
SALE00725,ORD00082,PROD0027,4,75.96
SALE00726,ORD00098,PROD0042,2,63.52
SALE00727,ORD00071,PROD0047,1,140.85
SALE00728,ORD00110,PROD0028,4,55.71
SALE00729,ORD00031,PROD0038,1,70.3
SALE00730,ORD00018,PROD0002,2,50.94
SALE00731,ORD00082,PROD0029,5,69.74
SALE00732,ORD00156,PROD0031,5,113.57
SALE00733,ORD00102,PROD0009,2,110.06
SALE00734,ORD00025,PROD0026,4,60.29
SALE00735,ORD00141,PROD0028,4,52.26
SALE00736,ORD00055,PROD0046,3,57.79
SALE00737,ORD00074,PROD0038,2,75.23
SALE00738,ORD00162,PROD0041,2,44.43
SALE00739,ORD00199,PROD0037,3,108.75
SALE00740,ORD00128,PROD0003,4,84.54
SALE00741,ORD00112,PROD0037,2,117.63
SALE00742,ORD00064,PROD0014,5,148.33
SALE00743,ORD00042,PROD0006,2,44.48
SALE00744,ORD00137,PROD0021,4,83.19
SALE00745,ORD00036,PROD0015,5,52.31
SALE00746,ORD00088,PROD0036,4,95.85
SALE00747,ORD00108,PROD0014,2,151.25
SALE00748,ORD00149,PROD0008,2,85.17
SALE00749,ORD00028,PROD0027,5,75.0
SALE00750,ORD00188,PROD0032,1,132.08
SALE00751,ORD00119,PROD0041,5,47.54
SALE00752,ORD00041,PROD0043,1,147.5
SALE00753,ORD00162,PROD0017,4,73.81
SALE00754,ORD00162,PROD0019,4,102.69
SALE00755,ORD00170,PROD0004,2,58.01
SALE00756,ORD00162,PROD0016,3,58.81
SALE00757,ORD00115,PROD0040,2,112.37
SALE00758,ORD00091,PROD0002,3,49.79
SALE00759,ORD00054,PROD0040,4,120.79
SALE00760,ORD00143,PROD0027,5,75.36
SALE00761,ORD00099,PROD0031,1,124.81
SALE00762,ORD00050,PROD0012,3,38.95
SALE00763,ORD00080,PROD0048,2,156.93
SALE00764,ORD00036,PROD0049,4,128.21
SALE00765,ORD00128,PROD0005,4,68.49
SALE00766,ORD00155,PROD0024,1,126.47
SALE00767,ORD00140,PROD0014,3,151.89
SALE00768,ORD00152,PROD0033,1,28.19
SALE00769,ORD00017,PROD0037,4,125.28
SALE00770,ORD00027,PROD0031,3,121.3
SALE00771,ORD00116,PROD0037,2,124.88
SALE00772,ORD00052,PROD0034,3,128.95
SALE00773,ORD00026,PROD0003,5,89.65
SALE00774,ORD00069,PROD0035,3,49.45
SALE00775,ORD00121,PROD0029,1,73.33
SALE00776,ORD00188,PROD0028,3,52.97
SALE00777,ORD00016,PROD0032,3,136.0
SALE00778,ORD00024,PROD0035,5,46.62
SALE00779,ORD00034,PROD0011,4,125.02
SALE00780,ORD00174,PROD0013,5,33.7
SALE00781,ORD00172,PROD0015,3,55.63
SALE00782,ORD00008,PROD0041,5,49.18
SALE00783,ORD00009,PROD0036,5,90.71
SALE00784,ORD00123,PROD0027,2,77.49
SALE00785,ORD00126,PROD0042,3,56.26
SALE00786,ORD00163,PROD0024,3,127.78
SALE00787,ORD00113,PROD0047,1,141.22
SALE00788,ORD00134,PROD0029,3,74.93
SALE00789,ORD00036,PROD0005,2,74.79
SALE00790,ORD00081,PROD0023,2,99.92
SALE00791,ORD00093,PROD0006,1,45.87
SALE00792,ORD00074,PROD0046,2,54.11
SALE00793,ORD00009,PROD0029,4,78.0
SALE00794,ORD00034,PROD0009,5,119.05
SALE00795,ORD00055,PROD0004,5,59.91
SALE00796,ORD00006,PROD0010,5,98.89
SALE00797,ORD00019,PROD0024,3,133.09
SALE00798,ORD00101,PROD0042,4,67.86
SALE00799,ORD00070,PROD0048,5,145.09
SALE00800,ORD00119,PROD0016,1,61.54
SALE00801,ORD00045,PROD0025,4,61.05
SALE00802,ORD00114,PROD0001,2,114.51
SALE00803,ORD00168,PROD0036,2,98.53
SALE00804,ORD00084,PROD0014,3,147.49
SALE00805,ORD00061,PROD0044,1,26.35
SALE00806,ORD00056,PROD0036,2,88.15
SALE00807,ORD00132,PROD0011,4,114.41
SALE00808,ORD00199,PROD0004,2,62.62
SALE00809,ORD00083,PROD0022,4,54.9
SALE00810,ORD00023,PROD0045,2,103.8
SALE00811,ORD00102,PROD0010,4,92.7
SALE00812,ORD00019,PROD0003,2,81.28
SALE00813,ORD00050,PROD0003,4,94.55
SALE00814,ORD00145,PROD0003,4,94.28
SALE00815,ORD00158,PROD0043,3,143.37
SALE00816,ORD00048,PROD0006,1,46.58
SALE00817,ORD00045,PROD0008,3,89.07
SALE00818,ORD00197,PROD0023,2,111.11
SALE00819,ORD00084,PROD0020,3,57.7
SALE00820,ORD00182,PROD0012,3,42.31
SALE00821,ORD00070,PROD0010,1,94.75
SALE00822,ORD00136,PROD0047,3,132.33
SALE00823,ORD00126,PROD0036,4,98.67
SALE00824,ORD00054,PROD0004,3,63.21
SALE00825,ORD00149,PROD0019,3,115.69
SALE00826,ORD00160,PROD0049,2,136.7
SALE00827,ORD00018,PROD0032,5,120.64
SALE00828,ORD00133,PROD0007,5,82.33
SALE00829,ORD00180,PROD0011,5,117.93
SALE00830,ORD00098,PROD0039,2,50.16
SALE00831,ORD00041,PROD0046,2,54.03
SALE00832,ORD00078,PROD0002,3,53.02
SALE00833,ORD00070,PROD0033,5,29.06
SALE00834,ORD00117,PROD0030,4,57.52
SALE00835,ORD00089,PROD0012,5,35.29
SALE00836,ORD00016,PROD0023,5,105.88
SALE00837,ORD00192,PROD0047,4,141.25
SALE00838,ORD00148,PROD0020,2,51.84
SALE00839,ORD00138,PROD0039,1,54.19
SALE00840,ORD00168,PROD0005,4,76.54
SALE00841,ORD00117,PROD0005,3,70.85
SALE00842,ORD00164,PROD0035,1,45.89
SALE00843,ORD00103,PROD0050,3,140.23
SALE00844,ORD00169,PROD0026,2,63.0
SALE00845,ORD00144,PROD0027,4,72.83
SALE00846,ORD00044,PROD0042,5,56.36
SALE00847,ORD00031,PROD0020,2,53.8
SALE00848,ORD00063,PROD0006,3,43.36
SALE00849,ORD00157,PROD0027,1,78.71
SALE00850,ORD00093,PROD0046,2,56.06
SALE00851,ORD00112,PROD0036,2,91.44
SALE00852,ORD00188,PROD0024,1,117.86
SALE00853,ORD00036,PROD0017,5,63.59
SALE00854,ORD00023,PROD0028,2,47.64
SALE00855,ORD00028,PROD0008,2,95.0
SALE00856,ORD00029,PROD0041,5,51.12
SALE00857,ORD00155,PROD0004,5,66.94
SALE00858,ORD00086,PROD0016,1,58.15
SALE00859,ORD00086,PROD0008,1,90.81
SALE00860,ORD00047,PROD0008,5,92.6
SALE00861,ORD00176,PROD0003,2,89.71
SALE00862,ORD00061,PROD0003,3,93.45
SALE00863,ORD00038,PROD0025,3,59.45
SALE00864,ORD00085,PROD0004,4,66.6
SALE00865,ORD00121,PROD0016,4,56.13
SALE00866,ORD00108,PROD0038,5,81.19
SALE00867,ORD00057,PROD0030,5,49.62
SALE00868,ORD00024,PROD0016,1,52.57
SALE00869,ORD00153,PROD0033,2,28.49
SALE00870,ORD00075,PROD0039,5,55.24
SALE00871,ORD00140,PROD0025,2,57.35
SALE00872,ORD00071,PROD0013,3,34.76
SALE00873,ORD00109,PROD0013,2,36.67
SALE00874,ORD00005,PROD0042,1,58.34
SALE00875,ORD00069,PROD0031,5,118.33
SALE00876,ORD00085,PROD0042,3,61.19
SALE00877,ORD00133,PROD0012,3,36.23
SALE00878,ORD00071,PROD0026,2,60.23
SALE00879,ORD00146,PROD0023,4,110.08
SALE00880,ORD00107,PROD0025,5,55.62
SALE00881,ORD00140,PROD0044,3,26.4
SALE00882,ORD00122,PROD0045,5,95.35
SALE00883,ORD00007,PROD0045,3,105.27
SALE00884,ORD00021,PROD0032,2,135.96
SALE00885,ORD00161,PROD0025,2,53.53
SALE00886,ORD00099,PROD0004,5,61.34
SALE00887,ORD00022,PROD0005,5,62.77
SALE00888,ORD00039,PROD0050,1,123.65
SALE00889,ORD00179,PROD0030,4,52.39
SALE00890,ORD00017,PROD0042,1,65.39
SALE00891,ORD00162,PROD0032,5,139.92
SALE00892,ORD00095,PROD0022,3,54.25
SALE00893,ORD00067,PROD0006,4,42.0
SALE00894,ORD00171,PROD0050,5,140.83
SALE00895,ORD00145,PROD0042,2,64.1
SALE00896,ORD00054,PROD0037,1,118.88
SALE00897,ORD00178,PROD0021,2,80.0
SALE00898,ORD00047,PROD0041,1,46.38
SALE00899,ORD00036,PROD0039,5,50.69
SALE00900,ORD00123,PROD0041,1,50.27
SALE00901,ORD00171,PROD0037,1,104.69
SALE00902,ORD00095,PROD0039,5,46.42
SALE00903,ORD00084,PROD0046,5,51.38
SALE00904,ORD00196,PROD0003,3,95.16
SALE00905,ORD00110,PROD0028,5,48.95
SALE00906,ORD00164,PROD0044,5,25.93
SALE00907,ORD00186,PROD0011,4,118.04
SALE00908,ORD00095,PROD0050,3,118.56
SALE00909,ORD00036,PROD0003,4,95.76
SALE00910,ORD00130,PROD0050,4,134.61
SALE00911,ORD00079,PROD0032,1,134.03
SALE00912,ORD00055,PROD0030,1,54.24
SALE00913,ORD00078,PROD0024,3,130.81
SALE00914,ORD00142,PROD0023,4,101.32
SALE00915,ORD00137,PROD0046,5,56.91
SALE00916,ORD00034,PROD0050,4,129.9
SALE00917,ORD00093,PROD0015,1,49.74
SALE00918,ORD00180,PROD0025,4,61.44
SALE00919,ORD00102,PROD0043,3,158.41
SALE00920,ORD00046,PROD0026,5,65.25
SALE00921,ORD00070,PROD0012,1,37.33
SALE00922,ORD00008,PROD0008,5,89.75
SALE00923,ORD00136,PROD0046,1,48.68
SALE00924,ORD00005,PROD0036,1,87.63
SALE00925,ORD00011,PROD0025,4,61.41
SALE00926,ORD00042,PROD0047,5,126.9
SALE00927,ORD00148,PROD0027,5,73.42
SALE00928,ORD00015,PROD0025,4,58.37
SALE00929,ORD00048,PROD0041,1,42.97
SALE00930,ORD00103,PROD0033,1,26.55
SALE00931,ORD00135,PROD0013,2,32.41
SALE00932,ORD00164,PROD0013,2,34.05
SALE00933,ORD00068,PROD0045,3,103.53
SALE00934,ORD00107,PROD0026,1,56.11
SALE00935,ORD00153,PROD0031,4,113.81
SALE00936,ORD00009,PROD0048,1,157.56
SALE00937,ORD00082,PROD0012,3,35.06
SALE00938,ORD00100,PROD0032,3,131.63
SALE00939,ORD00046,PROD0026,3,61.85
SALE00940,ORD00080,PROD0048,2,155.83
SALE00941,ORD00194,PROD0045,4,96.85
SALE00942,ORD00135,PROD0043,1,137.87
SALE00943,ORD00038,PROD0008,1,88.1
SALE00944,ORD00188,PROD0041,3,46.57
SALE00945,ORD00185,PROD0018,3,21.69
SALE00946,ORD00027,PROD0031,3,110.64
SALE00947,ORD00027,PROD0017,3,68.38
SALE00948,ORD00182,PROD0036,4,96.83
SALE00949,ORD00125,PROD0018,1,25.64
SALE00950,ORD00019,PROD0021,2,83.1
SALE00951,ORD00046,PROD0049,1,133.43
SALE00952,ORD00026,PROD0046,3,49.36
SALE00953,ORD00068,PROD0036,5,90.48
SALE00954,ORD00183,PROD0002,2,46.09
SALE00955,ORD00100,PROD0004,5,67.41
SALE00956,ORD00050,PROD0019,1,106.87
SALE00957,ORD00160,PROD0050,1,137.56
SALE00958,ORD00026,PROD0006,2,49.84
SALE00959,ORD00200,PROD0048,5,152.7
SALE00960,ORD00019,PROD0001,5,133.48
SALE00961,ORD00163,PROD0009,4,112.72
SALE00962,ORD00058,PROD0046,2,56.51
SALE00963,ORD00131,PROD0031,2,126.61
SALE00964,ORD00157,PROD0037,1,110.45
SALE00965,ORD00068,PROD0045,5,87.71
SALE00966,ORD00068,PROD0033,2,25.84
SALE00967,ORD00044,PROD0036,4,91.25
SALE00968,ORD00077,PROD0040,1,111.86
SALE00969,ORD00118,PROD0032,1,119.06
SALE00970,ORD00164,PROD0022,1,50.3
SALE00971,ORD00023,PROD0049,3,128.02
SALE00972,ORD00005,PROD0013,4,31.39
SALE00973,ORD00155,PROD0028,2,53.38
SALE00974,ORD00116,PROD0004,4,67.26
SALE00975,ORD00193,PROD0011,2,115.52
SALE00976,ORD00079,PROD0015,4,56.17
SALE00977,ORD00115,PROD0021,4,90.08
SALE00978,ORD00020,PROD0001,4,119.97
SALE00979,ORD00141,PROD0031,5,107.7
SALE00980,ORD00117,PROD0019,5,99.32
SALE00981,ORD00115,PROD0004,3,67.72
SALE00982,ORD00061,PROD0044,3,26.4
SALE00983,ORD00177,PROD0006,5,46.49
SALE00984,ORD00068,PROD0029,3,77.4
SALE00985,ORD00070,PROD0022,5,50.24
SALE00986,ORD00005,PROD0011,3,112.93
SALE00987,ORD00053,PROD0025,5,54.84
SALE00988,ORD00036,PROD0013,5,31.25
SALE00989,ORD00186,PROD0008,3,86.77
SALE00990,ORD00151,PROD0002,2,48.56
SALE00991,ORD00125,PROD0044,4,26.33
SALE00992,ORD00016,PROD0034,4,123.84
SALE00993,ORD00079,PROD0031,3,107.95
SALE00994,ORD00007,PROD0017,3,71.35
SALE00995,ORD00099,PROD0029,1,76.55
SALE00996,ORD00074,PROD0023,4,98.0
SALE00997,ORD00136,PROD0031,4,115.66
SALE00998,ORD00046,PROD0007,3,91.03
SALE00999,ORD00076,PROD0016,1,63.26
SALE01000,ORD00105,PROD0009,5,109.61
