ClaimId,CustomerId,PolicyId,ClaimType,ClaimDate,Details
CLID-802,CID-129,PID-323,Travel,2020-07-18,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-803,CID-129,PID-323,Travel,2020-12-20,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-804,CID-130,PID-324,Auto,2021-08-05,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-805,CID-130,PID-325,Boat,2025-11-12,The boat had mechanical issues while out on the water causing delays.
CLID-806,CID-130,PID-325,Boat,2025-11-12,Claim submitted for boat damage after an accident at the marina.
CLID-807,CID-131,PID-326,Boat,2025-11-12,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-808,CID-131,PID-326,Boat,2025-11-12,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-809,CID-131,PID-326,Boat,2025-08-01,The boat had mechanical issues while out on the water causing delays.
CLID-810,CID-131,PID-326,Boat,2025-11-12,Claim submitted for boat damage after an accident at the marina.
CLID-811,CID-131,PID-327,Travel,2020-10-21,The trip was interrupted due to missed connections and claims have been initiated.
CLID-812,CID-131,PID-327,Travel,2021-04-06,Claim filed for travel cancellation due to a medical emergency.
CLID-813,CID-131,PID-328,Auto,2021-09-25,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-814,CID-131,PID-328,Auto,2021-03-05,The claim was filed due to a car accident that caused minor damage.
CLID-815,CID-131,PID-328,Auto,2020-10-12,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-816,CID-131,PID-328,Auto,2020-10-20,There was a car accident in a parking lot involving multiple vehicles.
CLID-817,CID-131,PID-329,Boat,2022-01-21,The customer reported theft of their boating equipment while docked.
CLID-818,CID-131,PID-329,Boat,2022-08-10,The boat had mechanical issues while out on the water causing delays.
CLID-819,CID-131,PID-329,Boat,2022-06-24,The customer reported theft of their boating equipment while docked.
CLID-820,CID-132,PID-330,Home,2022-10-01,A tree fell on the customer's house during a storm causing substantial damage.
CLID-821,CID-132,PID-330,Home,2022-10-24,A tree fell on the customer's house during a storm causing substantial damage.
CLID-822,CID-132,PID-330,Home,2022-10-01,"Home was vandalized, leading to claims for broken windows and theft."
CLID-823,CID-132,PID-331,Auto,2021-06-01,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-824,CID-132,PID-331,Auto,2020-08-12,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-825,CID-132,PID-331,Auto,2020-09-19,Car damage occurred from an uninsured motorist running a red light.
CLID-826,CID-132,PID-331,Auto,2020-09-22,Car damage occurred from an uninsured motorist running a red light.
CLID-827,CID-132,PID-332,Boat,2022-04-10,The customer reported theft of their boating equipment while docked.
CLID-828,CID-132,PID-333,Boat,2024-10-23,The customer reported theft of their boating equipment while docked.
CLID-829,CID-132,PID-333,Boat,2025-01-26,The boat had mechanical issues while out on the water causing delays.
CLID-830,CID-132,PID-333,Boat,2025-09-06,The boat had mechanical issues while out on the water causing delays.
CLID-831,CID-133,PID-334,Home,2024-06-22,"Home was vandalized, leading to claims for broken windows and theft."
CLID-832,CID-133,PID-334,Home,2024-11-06,"Home was vandalized, leading to claims for broken windows and theft."
CLID-833,CID-133,PID-334,Home,2024-05-14,The home experienced significant water damage due to a burst pipe.
CLID-834,CID-133,PID-335,Travel,2025-01-09,The customer had to file a claim for lost luggage during travel.
CLID-835,CID-133,PID-335,Travel,2025-01-12,Claim filed for travel cancellation due to a medical emergency.
CLID-836,CID-133,PID-335,Travel,2025-02-28,The customer had to file a claim for lost luggage during travel.
CLID-837,CID-133,PID-335,Travel,2025-09-04,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-838,CID-134,PID-336,Travel,2024-10-30,The customer had to file a claim for lost luggage during travel.
CLID-839,CID-134,PID-336,Travel,2025-02-12,The customer had to file a claim for lost luggage during travel.
CLID-840,CID-134,PID-336,Travel,2024-08-07,The trip was interrupted due to missed connections and claims have been initiated.
CLID-841,CID-134,PID-337,Auto,2025-09-13,There was a car accident in a parking lot involving multiple vehicles.
CLID-842,CID-134,PID-337,Auto,2025-05-25,The claim was filed due to a car accident that caused minor damage.
CLID-843,CID-134,PID-337,Auto,2025-09-09,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-844,CID-134,PID-337,Auto,2025-10-16,There was a car accident in a parking lot involving multiple vehicles.
CLID-845,CID-134,PID-338,Boat,2020-06-05,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-846,CID-134,PID-338,Boat,2021-02-10,The boat had mechanical issues while out on the water causing delays.
CLID-847,CID-134,PID-339,Boat,2022-08-12,The boat had mechanical issues while out on the water causing delays.
CLID-848,CID-134,PID-339,Boat,2022-07-29,The customer reported theft of their boating equipment while docked.
CLID-849,CID-135,PID-340,Auto,2025-07-21,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-850,CID-135,PID-340,Auto,2025-11-12,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-851,CID-135,PID-341,Auto,2022-01-17,The claim was filed due to a car accident that caused minor damage.
CLID-852,CID-135,PID-342,Auto,2025-09-12,Car damage occurred from an uninsured motorist running a red light.
CLID-853,CID-135,PID-342,Auto,2025-11-12,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-854,CID-136,PID-343,Home,2023-05-16,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-855,CID-136,PID-343,Home,2023-01-24,Home damage was reported after a severe storm caused leaks in the roof.
CLID-856,CID-136,PID-344,Boat,2024-02-06,Claim submitted for boat damage after an accident at the marina.
CLID-857,CID-136,PID-345,Boat,2025-09-24,The customer reported theft of their boating equipment while docked.
CLID-858,CID-136,PID-345,Boat,2025-11-12,Claim submitted for boat damage after an accident at the marina.
CLID-859,CID-137,PID-346,Home,2024-09-26,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-860,CID-137,PID-346,Home,2024-11-18,Home damage was reported after a severe storm caused leaks in the roof.
CLID-861,CID-137,PID-346,Home,2024-10-09,A tree fell on the customer's house during a storm causing substantial damage.
CLID-862,CID-137,PID-347,Travel,2025-09-02,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-863,CID-137,PID-347,Travel,2024-11-06,The trip was interrupted due to missed connections and claims have been initiated.
CLID-864,CID-137,PID-347,Travel,2025-10-03,The customer had to file a claim for lost luggage during travel.
CLID-865,CID-138,PID-348,Boat,2025-11-12,Claim submitted for boat damage after an accident at the marina.
CLID-866,CID-138,PID-348,Boat,2025-11-12,The customer reported theft of their boating equipment while docked.
CLID-867,CID-138,PID-348,Boat,2025-10-28,The customer reported theft of their boating equipment while docked.
CLID-868,CID-138,PID-348,Boat,2025-11-12,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-869,CID-138,PID-349,Travel,2020-12-29,Claims for lost items while traveling abroad.
CLID-870,CID-138,PID-349,Travel,2021-05-07,The customer had to file a claim for lost luggage during travel.
CLID-871,CID-138,PID-349,Travel,2020-10-02,Claims for lost items while traveling abroad.
CLID-872,CID-138,PID-350,Travel,2020-09-29,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-873,CID-139,PID-351,Travel,2021-03-08,Claims for lost items while traveling abroad.
CLID-874,CID-139,PID-351,Travel,2020-12-25,The trip was interrupted due to missed connections and claims have been initiated.
CLID-875,CID-139,PID-351,Travel,2020-08-13,The customer had to file a claim for lost luggage during travel.
CLID-876,CID-139,PID-352,Home,2025-11-12,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-877,CID-139,PID-352,Home,2025-10-21,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-878,CID-139,PID-353,Travel,2020-08-09,Claim filed for travel cancellation due to a medical emergency.
CLID-879,CID-139,PID-353,Travel,2020-08-02,The trip was interrupted due to missed connections and claims have been initiated.
CLID-880,CID-140,PID-354,Home,2024-04-25,"Home was vandalized, leading to claims for broken windows and theft."
CLID-881,CID-140,PID-354,Home,2024-03-06,The home experienced significant water damage due to a burst pipe.
CLID-882,CID-140,PID-354,Home,2024-05-30,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-883,CID-140,PID-354,Home,2024-07-30,"Home was vandalized, leading to claims for broken windows and theft."
CLID-884,CID-140,PID-355,Home,2021-07-23,Home damage was reported after a severe storm caused leaks in the roof.
CLID-885,CID-140,PID-355,Home,2021-08-12,The home experienced significant water damage due to a burst pipe.
CLID-886,CID-140,PID-355,Home,2021-08-29,The home experienced significant water damage due to a burst pipe.
CLID-887,CID-140,PID-355,Home,2021-07-22,"Home was vandalized, leading to claims for broken windows and theft."
CLID-888,CID-140,PID-356,Boat,2025-10-25,The customer reported theft of their boating equipment while docked.
CLID-889,CID-140,PID-356,Boat,2025-07-12,The customer reported theft of their boating equipment while docked.
CLID-890,CID-140,PID-356,Boat,2025-11-12,The customer reported theft of their boating equipment while docked.
CLID-891,CID-140,PID-356,Boat,2025-08-07,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-892,CID-141,PID-357,Auto,2023-06-24,The claim was filed due to a car accident that caused minor damage.
CLID-893,CID-141,PID-358,Travel,2024-03-03,Claim filed for travel cancellation due to a medical emergency.
CLID-894,CID-141,PID-358,Travel,2024-06-24,Claims for lost items while traveling abroad.
CLID-895,CID-141,PID-358,Travel,2024-04-03,The customer had to file a claim for lost luggage during travel.
CLID-896,CID-142,PID-359,Home,2021-06-14,The home experienced significant water damage due to a burst pipe.
CLID-897,CID-142,PID-359,Home,2021-05-23,Home damage was reported after a severe storm caused leaks in the roof.
CLID-898,CID-142,PID-359,Home,2021-06-28,Home damage was reported after a severe storm caused leaks in the roof.
CLID-899,CID-143,PID-360,Travel,2025-06-17,Claim filed for travel cancellation due to a medical emergency.
CLID-900,CID-143,PID-360,Travel,2025-11-12,The trip was interrupted due to missed connections and claims have been initiated.
CLID-901,CID-143,PID-360,Travel,2025-11-12,Claims for lost items while traveling abroad.
CLID-902,CID-143,PID-360,Travel,2025-11-12,The customer had to file a claim for lost luggage during travel.
CLID-903,CID-143,PID-361,Travel,2024-08-10,Claims for lost items while traveling abroad.
CLID-904,CID-143,PID-362,Boat,2023-08-03,The boat had mechanical issues while out on the water causing delays.
CLID-905,CID-143,PID-362,Boat,2023-08-25,The customer reported theft of their boating equipment while docked.
CLID-906,CID-144,PID-363,Home,2025-11-12,The home experienced significant water damage due to a burst pipe.
CLID-907,CID-144,PID-363,Home,2025-11-12,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-908,CID-144,PID-363,Home,2025-11-12,"Home was vandalized, leading to claims for broken windows and theft."
CLID-909,CID-144,PID-363,Home,2025-11-12,A tree fell on the customer's house during a storm causing substantial damage.
CLID-910,CID-144,PID-364,Boat,2021-08-20,Claim submitted for boat damage after an accident at the marina.
CLID-911,CID-145,PID-365,Home,2022-01-21,"Home was vandalized, leading to claims for broken windows and theft."
CLID-912,CID-145,PID-365,Home,2022-03-18,Home damage was reported after a severe storm caused leaks in the roof.
CLID-913,CID-145,PID-365,Home,2022-01-23,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-914,CID-145,PID-365,Home,2022-07-01,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-915,CID-145,PID-366,Travel,2022-11-26,Travel issues due to missed connections and lost luggage during the trip.
CLID-916,CID-145,PID-366,Travel,2023-01-06,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-917,CID-145,PID-366,Travel,2022-05-10,The trip was interrupted due to missed connections and claims have been initiated.
CLID-918,CID-145,PID-367,Boat,2022-01-02,The customer reported theft of their boating equipment while docked.
CLID-919,CID-145,PID-367,Boat,2022-05-08,The customer reported theft of their boating equipment while docked.
CLID-920,CID-145,PID-367,Boat,2022-03-15,Claim submitted for boat damage after an accident at the marina.
CLID-921,CID-145,PID-368,Home,2024-10-10,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-922,CID-145,PID-368,Home,2025-02-11,The home experienced significant water damage due to a burst pipe.
CLID-923,CID-145,PID-368,Home,2025-08-01,Home damage was reported after a severe storm caused leaks in the roof.
CLID-924,CID-146,PID-369,Travel,2025-07-22,The customer had to file a claim for lost luggage during travel.
CLID-925,CID-146,PID-370,Travel,2022-02-08,The customer had to file a claim for lost luggage during travel.
CLID-926,CID-146,PID-370,Travel,2021-12-20,The trip was interrupted due to missed connections and claims have been initiated.
CLID-927,CID-146,PID-370,Travel,2022-08-30,The customer had to file a claim for lost luggage during travel.
CLID-928,CID-146,PID-370,Travel,2022-07-10,Travel issues due to missed connections and lost luggage during the trip.
CLID-929,CID-147,PID-371,Travel,2023-03-20,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-930,CID-147,PID-371,Travel,2023-07-24,The customer had to file a claim for lost luggage during travel.
CLID-931,CID-147,PID-372,Auto,2024-11-21,The claim was filed due to a car accident that caused minor damage.
CLID-932,CID-147,PID-372,Auto,2024-05-23,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-933,CID-148,PID-373,Boat,2024-07-13,Claim submitted for boat damage after an accident at the marina.
CLID-934,CID-148,PID-373,Boat,2023-12-30,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-935,CID-148,PID-373,Boat,2024-04-18,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-936,CID-148,PID-374,Travel,2025-04-14,The trip was interrupted due to missed connections and claims have been initiated.
CLID-937,CID-148,PID-374,Travel,2025-04-20,The customer had to file a claim for lost luggage during travel.
CLID-938,CID-148,PID-374,Travel,2025-04-14,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-939,CID-148,PID-375,Home,2022-05-03,The home experienced significant water damage due to a burst pipe.
CLID-940,CID-148,PID-376,Auto,2023-01-27,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-941,CID-148,PID-376,Auto,2023-03-07,The claim was filed due to a car accident that caused minor damage.
CLID-942,CID-148,PID-376,Auto,2023-01-11,There was a car accident in a parking lot involving multiple vehicles.
CLID-943,CID-149,PID-377,Travel,2023-03-16,Travel issues due to missed connections and lost luggage during the trip.
CLID-944,CID-149,PID-377,Travel,2023-03-09,The customer had to file a claim for lost luggage during travel.
CLID-945,CID-149,PID-377,Travel,2022-11-25,Travel issues due to missed connections and lost luggage during the trip.
CLID-946,CID-150,PID-378,Boat,2021-12-31,Claim submitted for boat damage after an accident at the marina.
CLID-947,CID-150,PID-378,Boat,2021-06-18,The customer reported theft of their boating equipment while docked.
CLID-948,CID-150,PID-378,Boat,2021-12-16,The customer reported theft of their boating equipment while docked.
CLID-949,CID-150,PID-379,Travel,2025-03-20,The trip was interrupted due to missed connections and claims have been initiated.
CLID-950,CID-150,PID-379,Travel,2024-11-25,Claims for lost items while traveling abroad.
CLID-951,CID-151,PID-380,Travel,2023-03-08,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-952,CID-152,PID-381,Boat,2025-11-12,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-953,CID-152,PID-381,Boat,2025-11-12,The customer reported theft of their boating equipment while docked.
CLID-954,CID-152,PID-381,Boat,2025-11-12,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-955,CID-152,PID-381,Boat,2025-11-12,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-956,CID-153,PID-382,Auto,2024-02-01,There was a car accident in a parking lot involving multiple vehicles.
CLID-957,CID-153,PID-382,Auto,2024-09-14,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-958,CID-153,PID-382,Auto,2024-04-29,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-959,CID-153,PID-383,Travel,2022-11-28,Claim filed for travel cancellation due to a medical emergency.
CLID-960,CID-154,PID-384,Home,2022-07-08,"Home was vandalized, leading to claims for broken windows and theft."
CLID-961,CID-154,PID-384,Home,2021-12-03,"Home was vandalized, leading to claims for broken windows and theft."
CLID-962,CID-154,PID-384,Home,2021-11-29,The home experienced significant water damage due to a burst pipe.
CLID-963,CID-155,PID-385,Travel,2022-02-19,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-964,CID-155,PID-385,Travel,2021-08-09,The trip was interrupted due to missed connections and claims have been initiated.
CLID-965,CID-155,PID-385,Travel,2021-06-29,Claims for lost items while traveling abroad.
CLID-966,CID-156,PID-386,Home,2022-01-30,Home damage was reported after a severe storm caused leaks in the roof.
CLID-967,CID-156,PID-386,Home,2022-03-10,A tree fell on the customer's house during a storm causing substantial damage.
CLID-968,CID-156,PID-386,Home,2021-10-26,A tree fell on the customer's house during a storm causing substantial damage.
CLID-969,CID-156,PID-386,Home,2021-10-11,A tree fell on the customer's house during a storm causing substantial damage.
CLID-970,CID-157,PID-387,Home,2022-11-29,A tree fell on the customer's house during a storm causing substantial damage.
CLID-971,CID-158,PID-388,Travel,2020-09-26,The trip was interrupted due to missed connections and claims have been initiated.
CLID-972,CID-159,PID-389,Boat,2025-11-12,Claim submitted for boat damage after an accident at the marina.
CLID-973,CID-159,PID-390,Auto,2025-11-12,There was a car accident in a parking lot involving multiple vehicles.
CLID-974,CID-159,PID-390,Auto,2025-11-12,The claim was filed due to a car accident that caused minor damage.
CLID-975,CID-159,PID-390,Auto,2025-11-01,There was a car accident in a parking lot involving multiple vehicles.
CLID-976,CID-159,PID-391,Travel,2025-04-25,Travel issues due to missed connections and lost luggage during the trip.
CLID-977,CID-159,PID-391,Travel,2024-10-04,The trip was interrupted due to missed connections and claims have been initiated.
CLID-978,CID-159,PID-391,Travel,2025-01-17,The trip was interrupted due to missed connections and claims have been initiated.
CLID-979,CID-159,PID-392,Travel,2020-12-18,The trip was interrupted due to missed connections and claims have been initiated.
CLID-980,CID-159,PID-392,Travel,2020-09-26,Claim filed for travel cancellation due to a medical emergency.
CLID-981,CID-159,PID-392,Travel,2021-01-02,Travel issues due to missed connections and lost luggage during the trip.
CLID-982,CID-159,PID-392,Travel,2020-12-06,Claim filed for travel cancellation due to a medical emergency.
CLID-983,CID-160,PID-393,Auto,2023-06-19,The claim was filed due to a car accident that caused minor damage.
CLID-984,CID-160,PID-393,Auto,2023-06-19,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-985,CID-160,PID-393,Auto,2023-12-24,The claim was filed due to a car accident that caused minor damage.
CLID-986,CID-160,PID-393,Auto,2023-06-29,Car damage occurred from an uninsured motorist running a red light.
CLID-987,CID-160,PID-394,Home,2022-08-05,Home damage was reported after a severe storm caused leaks in the roof.
CLID-988,CID-161,PID-395,Auto,2024-12-16,Car damage occurred from an uninsured motorist running a red light.
CLID-989,CID-161,PID-395,Auto,2025-01-12,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-990,CID-161,PID-396,Auto,2023-03-10,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-991,CID-161,PID-396,Auto,2022-11-20,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-992,CID-161,PID-396,Auto,2023-09-07,The claim was filed due to a car accident that caused minor damage.
CLID-993,CID-161,PID-397,Boat,2025-11-12,Claim submitted for boat damage after an accident at the marina.
CLID-994,CID-161,PID-397,Boat,2025-02-16,Claim submitted for boat damage after an accident at the marina.
CLID-995,CID-162,PID-398,Travel,2023-10-31,Claim filed for travel cancellation due to a medical emergency.
CLID-996,CID-162,PID-398,Travel,2024-04-05,Claims for lost items while traveling abroad.
CLID-997,CID-162,PID-399,Auto,2025-11-12,Car damage occurred from an uninsured motorist running a red light.
CLID-998,CID-162,PID-399,Auto,2025-11-12,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-999,CID-162,PID-399,Auto,2025-08-22,The claim was filed due to a car accident that caused minor damage.
CLID-1000,CID-162,PID-399,Auto,2025-11-12,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-1001,CID-163,PID-400,Boat,2021-10-04,The boat had mechanical issues while out on the water causing delays.
CLID-1002,CID-163,PID-401,Home,2025-04-01,The home experienced significant water damage due to a burst pipe.
CLID-1003,CID-163,PID-401,Home,2025-06-27,The home experienced significant water damage due to a burst pipe.
CLID-1004,CID-163,PID-401,Home,2025-04-21,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-1005,CID-163,PID-402,Boat,2021-11-11,The customer reported theft of their boating equipment while docked.
CLID-1006,CID-163,PID-402,Boat,2021-11-07,Claim submitted for boat damage after an accident at the marina.
CLID-1007,CID-163,PID-402,Boat,2022-04-07,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-1008,CID-163,PID-403,Travel,2020-05-07,The customer had to file a claim for lost luggage during travel.
CLID-1009,CID-163,PID-403,Travel,2020-12-20,Claim filed for travel cancellation due to a medical emergency.
CLID-1010,CID-163,PID-403,Travel,2020-12-06,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-1011,CID-163,PID-403,Travel,2021-02-05,Claims for lost items while traveling abroad.
CLID-1012,CID-164,PID-404,Travel,2023-06-28,The customer had to file a claim for lost luggage during travel.
CLID-1013,CID-164,PID-405,Auto,2021-07-27,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-1014,CID-164,PID-405,Auto,2020-12-16,The claim was filed due to a car accident that caused minor damage.
CLID-1015,CID-164,PID-405,Auto,2021-02-19,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-1016,CID-165,PID-406,Home,2020-08-18,"Home was vandalized, leading to claims for broken windows and theft."
CLID-1017,CID-165,PID-406,Home,2020-09-17,Home damage was reported after a severe storm caused leaks in the roof.
CLID-1018,CID-165,PID-406,Home,2021-05-11,A tree fell on the customer's house during a storm causing substantial damage.
CLID-1019,CID-165,PID-406,Home,2020-10-07,A tree fell on the customer's house during a storm causing substantial damage.
CLID-1020,CID-165,PID-407,Travel,2025-05-22,The trip was interrupted due to missed connections and claims have been initiated.
CLID-1021,CID-165,PID-407,Travel,2025-11-12,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-1022,CID-165,PID-407,Travel,2025-10-16,Travel issues due to missed connections and lost luggage during the trip.
CLID-1023,CID-165,PID-407,Travel,2025-06-09,Claims for lost items while traveling abroad.
CLID-1024,CID-166,PID-408,Home,2020-07-17,Home damage was reported after a severe storm caused leaks in the roof.
CLID-1025,CID-166,PID-408,Home,2020-05-02,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-1026,CID-166,PID-409,Travel,2023-08-14,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-1027,CID-166,PID-409,Travel,2024-02-24,Claims for lost items while traveling abroad.
CLID-1028,CID-166,PID-409,Travel,2023-08-16,Travel issues due to missed connections and lost luggage during the trip.
CLID-1029,CID-166,PID-410,Home,2025-11-04,A tree fell on the customer's house during a storm causing substantial damage.
CLID-1030,CID-166,PID-410,Home,2025-09-15,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-1031,CID-166,PID-410,Home,2025-10-22,Home damage was reported after a severe storm caused leaks in the roof.
CLID-1032,CID-166,PID-410,Home,2025-06-29,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-1033,CID-166,PID-411,Boat,2022-01-22,Claim submitted for boat damage after an accident at the marina.
CLID-1034,CID-166,PID-411,Boat,2021-10-18,The boat had mechanical issues while out on the water causing delays.
CLID-1035,CID-166,PID-411,Boat,2021-07-25,The boat had mechanical issues while out on the water causing delays.
CLID-1036,CID-166,PID-411,Boat,2022-03-09,The boat had mechanical issues while out on the water causing delays.
CLID-1037,CID-167,PID-412,Auto,2023-08-15,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-1038,CID-167,PID-412,Auto,2023-12-08,There was a car accident in a parking lot involving multiple vehicles.
CLID-1039,CID-167,PID-412,Auto,2023-03-06,Car damage occurred from an uninsured motorist running a red light.
CLID-1040,CID-167,PID-413,Auto,2020-12-09,There was a car accident in a parking lot involving multiple vehicles.
CLID-1041,CID-167,PID-413,Auto,2020-09-14,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-1042,CID-168,PID-414,Boat,2025-11-12,Claim submitted for boat damage after an accident at the marina.
CLID-1043,CID-168,PID-415,Auto,2020-06-19,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-1044,CID-168,PID-415,Auto,2020-07-20,There was a car accident in a parking lot involving multiple vehicles.
CLID-1045,CID-168,PID-415,Auto,2021-02-10,Car damage occurred from an uninsured motorist running a red light.
CLID-1046,CID-168,PID-415,Auto,2020-11-04,Car damage occurred from an uninsured motorist running a red light.
CLID-1047,CID-169,PID-416,Travel,2025-11-12,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-1048,CID-169,PID-416,Travel,2025-11-12,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-1049,CID-169,PID-416,Travel,2025-11-12,Claims for lost items while traveling abroad.
CLID-1050,CID-170,PID-417,Auto,2021-04-17,The claim was filed due to a car accident that caused minor damage.
CLID-1051,CID-170,PID-417,Auto,2021-10-30,Car damage occurred from an uninsured motorist running a red light.
CLID-1052,CID-170,PID-417,Auto,2021-09-12,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-1053,CID-170,PID-418,Boat,2023-12-02,The boat had mechanical issues while out on the water causing delays.
CLID-1054,CID-170,PID-418,Boat,2024-06-17,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-1055,CID-170,PID-418,Boat,2024-05-14,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-1056,CID-170,PID-418,Boat,2023-08-20,Claim submitted for boat damage after an accident at the marina.
CLID-1057,CID-171,PID-419,Boat,2021-12-17,Claim submitted for boat damage after an accident at the marina.
CLID-1058,CID-171,PID-419,Boat,2021-05-31,The boat had mechanical issues while out on the water causing delays.
CLID-1059,CID-171,PID-420,Boat,2020-07-20,Claim submitted for boat damage after an accident at the marina.
CLID-1060,CID-171,PID-420,Boat,2020-07-04,The customer reported theft of their boating equipment while docked.
CLID-1061,CID-171,PID-420,Boat,2020-12-21,The boat had mechanical issues while out on the water causing delays.
CLID-1062,CID-171,PID-420,Boat,2020-02-05,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-1063,CID-172,PID-421,Travel,2025-09-16,The trip was interrupted due to missed connections and claims have been initiated.
CLID-1064,CID-172,PID-421,Travel,2025-11-07,The customer had to file a claim for lost luggage during travel.
CLID-1065,CID-172,PID-421,Travel,2025-08-30,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-1066,CID-172,PID-421,Travel,2025-06-10,Claim filed for travel cancellation due to a medical emergency.
CLID-1067,CID-172,PID-422,Home,2024-10-04,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-1068,CID-172,PID-422,Home,2024-11-27,Home damage was reported after a severe storm caused leaks in the roof.
CLID-1069,CID-173,PID-423,Auto,2023-10-12,Car damage occurred from an uninsured motorist running a red light.
CLID-1070,CID-173,PID-424,Travel,2022-10-17,Travel issues due to missed connections and lost luggage during the trip.
CLID-1071,CID-173,PID-425,Auto,2025-11-12,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-1072,CID-173,PID-425,Auto,2025-11-12,Car damage occurred from an uninsured motorist running a red light.
CLID-1073,CID-173,PID-425,Auto,2025-11-12,Car damage occurred from an uninsured motorist running a red light.
CLID-1074,CID-174,PID-426,Travel,2024-12-14,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-1075,CID-174,PID-426,Travel,2024-09-05,The trip was interrupted due to missed connections and claims have been initiated.
CLID-1076,CID-174,PID-426,Travel,2025-06-05,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-1077,CID-174,PID-427,Home,2021-10-04,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-1078,CID-174,PID-428,Travel,2023-12-06,The customer had to file a claim for lost luggage during travel.
CLID-1079,CID-174,PID-428,Travel,2023-04-16,The customer had to file a claim for lost luggage during travel.
CLID-1080,CID-174,PID-428,Travel,2023-07-07,The customer had to file a claim for lost luggage during travel.
CLID-1081,CID-175,PID-429,Home,2021-05-04,"Home was vandalized, leading to claims for broken windows and theft."
